# gene name           KO     thrshld  score   E-value KO definition
#-------------------- ------ ------- ------ --------- ---------------------
* APNAJNJK_02428      K02400  735.07 1014.8         0 flagellar biosynthesis protein FlhA
* APNAJNJK_02429      K02404  170.43  477.3  1.7e-143 flagellar biosynthesis protein FlhF
* APNAJNJK_02430      K02399   35.47  123.1   4.5e-36 flagellar biosynthesis protein FlgN
* APNAJNJK_02431      K02398   27.60   67.4   6.1e-19 negative regulator of flagellin synthesis FlgM
* APNAJNJK_02432      K02386   46.97  223.5   2.1e-66 flagellar basal body P-ring formation protein FlgA
* APNAJNJK_02433      K02387   71.57  174.4   1.3e-51 flagellar basal-body rod protein FlgB
* APNAJNJK_02434      K02388   58.63  199.9   1.5e-59 flagellar basal-body rod protein FlgC
* APNAJNJK_02435      K02389   45.13  196.1   4.5e-58 flagellar basal-body rod modification protein FlgD
* APNAJNJK_02436      K02390  311.90  429.2  1.3e-128 flagellar hook protein FlgE
* APNAJNJK_02438      K02392  294.33  353.2  4.6e-106 flagellar basal-body rod protein FlgG
* APNAJNJK_02439      K02393   47.80  268.8   1.5e-80 flagellar L-ring protein FlgH
* APNAJNJK_02440      K02394  127.27  554.8  5.5e-167 flagellar P-ring protein FlgI
* APNAJNJK_02441      K02395   34.87  225.9   3.8e-67 peptidoglycan hydrolase FlgJ
* APNAJNJK_02442      K02396   98.40  490.1  4.8e-147 flagellar hook-associated protein 1
* APNAJNJK_02443      K02397  143.33  254.7   4.8e-76 flagellar hook-associated protein 3 FlgL
* APNAJNJK_02444      K05874  646.33  760.5  6.6e-229 methyl-accepting chemotaxis protein I, serine sensor receptor
* APNAJNJK_02444      K03406   64.93  445.5  1.1e-133 methyl-accepting chemotaxis protein
* APNAJNJK_02446      K05874  646.33  752.3    2e-226 methyl-accepting chemotaxis protein I, serine sensor receptor
* APNAJNJK_02446      K03406   64.93  445.0  1.7e-133 methyl-accepting chemotaxis protein
* APNAJNJK_02447      K03776  376.20  611.0  1.1e-183 aerotaxis receptor
* APNAJNJK_02447      K03406   64.93  376.8  7.4e-113 methyl-accepting chemotaxis protein
* APNAJNJK_02448      K02421  164.77  292.1   1.5e-87 flagellar biosynthesis protein FliR
* APNAJNJK_02449      K02420   87.37  112.4   2.8e-33 flagellar biosynthesis protein FliQ
* APNAJNJK_02450      K02419  283.57  399.9  5.4e-120 flagellar biosynthesis protein FliP
* APNAJNJK_02451      K02418   22.67   89.7   5.9e-26 flagellar protein FliO/FliZ
* APNAJNJK_02452      K02417   64.77  183.5   1.8e-54 flagellar motor switch protein FliN
* APNAJNJK_02453      K02416   99.93  332.7   1.2e-99 flagellar motor switch protein FliM
* APNAJNJK_02454      K02415   30.10  120.1   4.3e-35 flagellar protein FliL
* APNAJNJK_02455      K02414   53.43  122.7   8.3e-36 flagellar hook-length control protein FliK
* APNAJNJK_02456      K02413   31.23   87.7   3.5e-25 flagellar protein FliJ
* APNAJNJK_02457      K02412  626.07  706.6  5.2e-213 flagellum-specific ATP synthase [EC:7.4.2.8]
* APNAJNJK_02458      K02411   81.33  146.0   7.1e-43 flagellar assembly protein FliH
* APNAJNJK_02459      K02410   80.93  336.0  1.5e-100 flagellar motor switch protein FliG
* APNAJNJK_02460      K02409  134.20  627.1  1.3e-188 flagellar M-ring protein FliF
* APNAJNJK_02461      K02408   40.97  111.1     3e-32 flagellar hook-basal body complex protein FliE
* APNAJNJK_02462      K21087   76.43  216.2   1.3e-64 flagellar brake protein
* APNAJNJK_02463      K04061  106.83  137.4   1.5e-40 flagellar biosynthesis protein
* APNAJNJK_02465      K02423   24.47   90.1   7.4e-26 flagellar protein FliT
* APNAJNJK_02466      K02422   25.03  137.8   1.8e-40 flagellar secretion chaperone FliS
* APNAJNJK_02467      K02407   75.60  337.3  6.1e-101 flagellar hook-associated protein 2
* APNAJNJK_02468      K06603   26.90   94.6   2.8e-27 flagellar protein FlaG
* APNAJNJK_02472      K07795   99.77  336.7  8.3e-101 putative tricarboxylic transport membrane protein
* APNAJNJK_02474      K11754  369.40  495.7  8.6e-149 dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]
* APNAJNJK_02475      K03749   83.43  129.3   7.8e-38 DedD protein
* APNAJNJK_02476      K03558   42.60  154.4   1.2e-45 membrane protein required for colicin V production
* APNAJNJK_02477      K00764  187.70  664.0  7.5e-200 amidophosphoribosyltransferase [EC:2.4.2.14]
* APNAJNJK_02478      K07043  125.70  294.0   2.1e-88 UTP pyrophosphatase [EC:3.6.1.-]
* APNAJNJK_02479      K03611   39.63  105.4   9.5e-31 protein dithiol:quinone oxidoreductase [EC:1.8.5.9]
* APNAJNJK_02480      K05595   70.63  191.2   8.1e-57 multiple antibiotic resistance protein
* APNAJNJK_02481      K00990  174.57  915.1  1.6e-275 [protein-PII] uridylyltransferase [EC:2.7.7.59]
* APNAJNJK_02482      K01265  143.10  333.3  8.2e-100 methionyl aminopeptidase [EC:3.4.11.18]
* APNAJNJK_02483      K02967  118.50  376.7  5.8e-113 small subunit ribosomal protein S2
* APNAJNJK_02484      K02357   58.13  366.6  8.2e-110 elongation factor Ts
* APNAJNJK_02485      K09903   92.47  354.0  3.2e-106 uridylate kinase [EC:2.7.4.22]
* APNAJNJK_02486      K02838   24.87  234.9   5.6e-70 ribosome recycling factor
* APNAJNJK_02487      K00806  344.07  387.0  3.1e-116 undecaprenyl diphosphate synthase [EC:2.5.1.31]
* APNAJNJK_02488      K00981   52.50  182.5   4.4e-54 phosphatidate cytidylyltransferase [EC:2.7.7.41]
* APNAJNJK_02489      K00099  221.83  578.1  5.7e-174 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]
* APNAJNJK_02490      K11749   71.83  232.6   3.1e-69 regulator of sigma E protease [EC:3.4.24.-]
* APNAJNJK_02491      K07277  287.10  612.7  6.1e-184 outer membrane protein insertion porin family
* APNAJNJK_02492      K06142   38.80  175.6   4.3e-52 outer membrane protein
* APNAJNJK_02493      K02536  195.53  450.0  3.1e-135 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]
* APNAJNJK_02494      K02372   70.70  216.6   1.5e-64 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]
* APNAJNJK_02495      K00677  202.83  389.8  3.2e-117 UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129]
* APNAJNJK_02496      K00748  146.90  493.0  5.8e-148 lipid-A-disaccharide synthase [EC:2.4.1.182]
* APNAJNJK_02497      K03470  126.33  277.8   4.3e-83 ribonuclease HII [EC:3.1.26.4]
* APNAJNJK_02498      K03437  207.43  239.8   1.6e-71 RNA methyltransferase, TrmH family
* APNAJNJK_02500      K09773  309.13  351.6  1.4e-105 [pyruvate, water dikinase]-phosphate phosphotransferase / [pyruvate, water dikinase] kinase [EC:2.7.4.28 2.7.11.33]
* APNAJNJK_02501      K01007  391.93 1083.5         0 pyruvate, water dikinase [EC:2.7.9.2]
* APNAJNJK_02502      K10778  214.47  401.5  2.3e-120 AraC family transcriptional regulator, regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]
* APNAJNJK_02502      K00567   82.17  166.5   3.2e-49 methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]
* APNAJNJK_02503      K01951  102.90  111.7   1.1e-32 GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]
* APNAJNJK_02507      K03664   59.23  239.6   1.4e-71 SsrA-binding protein
* APNAJNJK_02508      K18588   32.30  121.9   1.4e-35 coenzyme Q-binding protein COQ10
* APNAJNJK_02509      K09801   50.30  133.2   2.9e-39 uncharacterized protein
* APNAJNJK_02510      K00249  374.13  398.5    2e-119 acyl-CoA dehydrogenase [EC:1.3.8.7]
* APNAJNJK_02512      K00020  288.63  390.2    5e-117 3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31]
* APNAJNJK_02514      K22736   37.77  232.0   3.3e-69 vacuolar iron transporter family protein
* APNAJNJK_02515      K06980  196.77  250.2   1.5e-74 tRNA-modifying protein YgfZ
* APNAJNJK_02517      K07082   45.33  345.7  1.3e-103 UPF0755 protein
* APNAJNJK_02518      K00943   95.17  233.3     2e-69 dTMP kinase [EC:2.7.4.9]
* APNAJNJK_02519      K02341  235.83  268.8   4.3e-80 DNA polymerase III subunit delta' [EC:2.7.7.7]
* APNAJNJK_02520      K03424   87.07  291.0   5.8e-87 TatD DNase family protein [EC:3.1.21.-]
* APNAJNJK_02523      K02030   87.10  196.2   2.7e-58 polar amino acid transport system substrate-binding protein
* APNAJNJK_02524      K02029  212.03  278.4   3.2e-83 polar amino acid transport system permease protein
* APNAJNJK_02525      K02028  376.33  438.9  8.5e-132 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_02526      K01479  195.87  375.3  1.2e-112 formiminoglutamase [EC:3.5.3.8]
* APNAJNJK_02527      K26080  525.77  790.2  2.9e-238 N-acylhexosamine oxidase [EC:1.1.3.29]
* APNAJNJK_02528      K00261  532.87  558.0  8.4e-168 glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]
* APNAJNJK_02530      K03800  251.33  278.6   4.5e-83 lipoate---protein ligase [EC:6.3.1.20]
* APNAJNJK_02533      K11209  250.50  390.8  2.3e-117 GSH-dependent disulfide-bond oxidoreductase [EC:1.8.4.-]
* APNAJNJK_02533      K00799   63.80  129.2   8.7e-38 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_02535      K03719  128.80  142.5     6e-42 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* APNAJNJK_02536      K00432   45.20  265.8   2.6e-79 glutathione peroxidase [EC:1.11.1.9]
* APNAJNJK_02537      K19577  405.43  443.7  2.9e-133 MFS transporter, DHA1 family, inner membrane transport protein
* APNAJNJK_02539      K03566  205.53  262.0   3.4e-78 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* APNAJNJK_02540      K22129  282.40  323.5   8.8e-97 D-threonate/D-erythronate kinase [EC:2.7.1.219 2.7.1.220]
* APNAJNJK_02541      K00097  413.87  429.7  4.7e-129 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]
* APNAJNJK_02543      K03406   64.93  226.4   2.6e-67 methyl-accepting chemotaxis protein
* APNAJNJK_02545      K01669  379.57  496.4  7.9e-149 deoxyribodipyrimidine photo-lyase [EC:4.1.99.3]
* APNAJNJK_02550      K15977   60.40   84.3   4.3e-24 putative oxidoreductase
* APNAJNJK_02551      K15034  131.67  209.3   1.3e-62 ribosome-associated protein
* APNAJNJK_02553      K10680  508.97  565.6  5.1e-170 N-ethylmaleimide reductase [EC:1.-.-.-]
* APNAJNJK_02554      K07052   30.10   61.1   2.9e-17 CAAX protease family protein
* APNAJNJK_02559      K19055   98.70  186.9   1.5e-55 Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
* APNAJNJK_02562      K01992   18.40   31.9   2.5e-08 ABC-2 type transport system permease protein
* APNAJNJK_02563      K25182  384.30  386.3  1.1e-115 drug efflux transport system ATP-binding protein
* APNAJNJK_02563      K01990  259.07  318.0   3.8e-95 ABC-2 type transport system ATP-binding protein
* APNAJNJK_02564      K01993  250.40  298.2   3.5e-89 HlyD family secretion protein
* APNAJNJK_02565      K09017  122.37  141.6   2.2e-41 TetR/AcrR family transcriptional regulator
* APNAJNJK_02566      K23256  467.13  562.5  8.5e-170 NADPH-dependent curcumin reductase [EC:1.3.1.-]
* APNAJNJK_02569      K00111  148.73  602.3  4.1e-181 glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]
* APNAJNJK_02570      K02444  266.93  406.2  3.9e-122 DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor
* APNAJNJK_02571      K17324  369.53  517.2    6e-156 glycerol transport system ATP-binding protein
* APNAJNJK_02572      K17325  450.70  572.1  1.4e-172 glycerol transport system ATP-binding protein
* APNAJNJK_02573      K17322  344.07  507.8  2.7e-153 glycerol transport system permease protein
* APNAJNJK_02574      K17323  317.60  499.5  6.5e-151 glycerol transport system permease protein
* APNAJNJK_02576      K17321  723.93 1040.3         0 glycerol transport system substrate-binding protein
* APNAJNJK_02579      K00638  252.60  311.3   1.5e-93 chloramphenicol O-acetyltransferase type B [EC:2.3.1.28]
* APNAJNJK_02584      K03285  336.87  349.6  8.9e-105 general bacterial porin, GBP family
* APNAJNJK_02590      K00248  521.00  548.0  7.3e-165 butyryl-CoA dehydrogenase [EC:1.3.8.1]
* APNAJNJK_02590      K00249  374.13  440.7  3.4e-132 acyl-CoA dehydrogenase [EC:1.3.8.7]
* APNAJNJK_02593      K07448   35.47   58.0   2.7e-16 restriction system protein
* APNAJNJK_02594      K14761   50.97   72.5   1.1e-20 ribosome-associated protein
* APNAJNJK_02596      K03719  128.80  192.3   3.8e-57 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* APNAJNJK_02597      K00285  399.97  609.9  9.8e-184 D-amino-acid dehydrogenase [EC:1.4.5.1]
* APNAJNJK_02598      K03547  117.00  140.0   4.7e-41 DNA repair protein SbcD/Mre11
* APNAJNJK_02602      K07795   99.77  324.7   3.7e-97 putative tricarboxylic transport membrane protein
* APNAJNJK_02603      K05559 1031.23 1331.3         0 multicomponent K+:H+ antiporter subunit A
* APNAJNJK_02603      K05565  856.87  926.4  6.2e-279 multicomponent Na+:H+ antiporter subunit A
* APNAJNJK_02603      K05566   70.83  143.3   2.7e-42 multicomponent Na+:H+ antiporter subunit B
* APNAJNJK_02604      K05560  139.43  189.0   1.4e-56 multicomponent K+:H+ antiporter subunit C
* APNAJNJK_02605      K05561  510.47  639.6  1.2e-192 multicomponent K+:H+ antiporter subunit D
* APNAJNJK_02606      K05562  151.33  203.1   9.7e-61 multicomponent K+:H+ antiporter subunit E
* APNAJNJK_02606      K05569  111.57  117.2   2.8e-34 multicomponent Na+:H+ antiporter subunit E
* APNAJNJK_02607      K05563   98.10  125.8   1.8e-37 multicomponent K+:H+ antiporter subunit F
* APNAJNJK_02607      K05570   78.63   82.1   1.4e-23 multicomponent Na+:H+ antiporter subunit F
* APNAJNJK_02608      K05564  122.57  151.3   8.1e-45 multicomponent K+:H+ antiporter subunit G
* APNAJNJK_02611      K11991  171.00  261.1   9.2e-78 tRNA(adenine34) deaminase [EC:3.5.4.33]
* APNAJNJK_02612      K01297   74.73  355.4  1.7e-106 muramoyltetrapeptide carboxypeptidase [EC:3.4.17.13]
* APNAJNJK_02613      K06158  546.40  548.4  9.3e-165 ATP-binding cassette, subfamily F, member 3
* APNAJNJK_02616      K02051  148.33  164.1   2.4e-48 NitT/TauT family transport system substrate-binding protein
* APNAJNJK_02617      K02050  137.87  184.1   1.4e-54 NitT/TauT family transport system permease protein
* APNAJNJK_02620      K03671  109.67  116.8   5.3e-34 thioredoxin 1
* APNAJNJK_02622      K06996   64.43   89.0   1.8e-25 uncharacterized protein
* APNAJNJK_02623      K06901   97.40  576.3  3.1e-173 adenine/guanine/hypoxanthine permease
* APNAJNJK_02624      K25706  398.33  497.7    1e-149 tRNA N6-adenosine threonylcarbamoyltransferase [EC:2.3.1.234]
* APNAJNJK_02625      K08591   67.80  264.5     5e-79 acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
* APNAJNJK_02626      K03787  154.07  293.0   1.2e-87 5'/3'-nucleotidase [EC:3.1.3.5 3.1.3.6]
* APNAJNJK_02627      K00573   83.87  278.9   2.5e-83 protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]
* APNAJNJK_02628      K06194  150.47  326.7   7.3e-98 lipoprotein NlpD
* APNAJNJK_02629      K07501   79.77  326.5   7.8e-98 3'-5' exonuclease
* APNAJNJK_02630      K06006   44.50   54.6   5.4e-15 periplasmic protein CpxP/Spy
* APNAJNJK_02634      K03215  309.77  495.6  9.7e-149 23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]
* APNAJNJK_02635      K19591  152.77  201.4   6.1e-60 MerR family transcriptional regulator, copper efflux regulator
* APNAJNJK_02636      K17686  798.60 1043.7         0 P-type Cu+ transporter [EC:7.2.2.8]
* APNAJNJK_02636      K01533  922.40  952.7  1.2e-286 P-type Cu2+ transporter [EC:7.2.2.9]
* APNAJNJK_02638      K24136  331.90  424.5  2.9e-128 glutathione-dependent peroxiredoxin [EC:1.11.1.27]
* APNAJNJK_02640      K07115   91.20  450.7  2.8e-135 23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
* APNAJNJK_02641      K01126  137.97  201.3   7.4e-60 glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]
* APNAJNJK_02642      K01295  241.13  459.7  5.9e-138 glutamate carboxypeptidase [EC:3.4.17.11]
* APNAJNJK_02643      K03770  163.77  500.1  5.1e-150 peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8]
* APNAJNJK_02644      K10804  104.23  252.5     2e-75 acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]
* APNAJNJK_02645      K02003  296.60  310.6   6.8e-93 putative ABC transport system ATP-binding protein
* APNAJNJK_02646      K02012  205.13  266.6   1.6e-79 iron(III) transport system substrate-binding protein
* APNAJNJK_02647      K02011  340.00  400.3  4.2e-120 iron(III) transport system permease protein
* APNAJNJK_02648      K02010  456.90  460.0  4.2e-138 iron(III) transport system ATP-binding protein [EC:7.2.2.7]
* APNAJNJK_02649      K03566  205.53  313.9   5.9e-94 LysR family transcriptional regulator, glycine cleavage system transcriptional activator
* APNAJNJK_02650      K01079  109.70  308.2   3.6e-92 phosphoserine phosphatase [EC:3.1.3.3]
* APNAJNJK_02651      K00209  176.03  615.2  1.5e-185 enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]
* APNAJNJK_02652      K15270  161.80  212.9   1.8e-63 S-adenosylmethionine uptake transporter
* APNAJNJK_02654      K21395  108.40  179.7   3.8e-53 TRAP-type transport system periplasmic protein
* APNAJNJK_02656      K11690  203.20  454.1  2.1e-136 C4-dicarboxylate transporter, DctM subunit
* APNAJNJK_02658      K01426  293.00  304.9   4.5e-91 amidase [EC:3.5.1.4]
* APNAJNJK_02660      K22210  104.20  282.0   3.3e-84 D-glutamate cyclase [EC:4.2.1.48]
* APNAJNJK_02661      K01999  174.37  262.7     3e-78 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_02662      K01997  143.13  272.0   2.5e-81 branched-chain amino acid transport system permease protein
* APNAJNJK_02663      K01998  236.27  270.1   1.1e-80 branched-chain amino acid transport system permease protein
* APNAJNJK_02664      K01995  308.67  358.4  2.6e-107 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_02665      K01996  320.37  393.0  9.2e-118 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_02667      K11690  203.20  458.1  1.2e-137 C4-dicarboxylate transporter, DctM subunit
* APNAJNJK_02669      K21395  108.40  198.1   1.1e-58 TRAP-type transport system periplasmic protein
* APNAJNJK_02670      K03426   85.40  260.9   6.9e-78 NAD+ diphosphatase [EC:3.6.1.22]
* APNAJNJK_02672      K01469  937.93 1906.5         0 5-oxoprolinase (ATP-hydrolysing) [EC:3.5.2.9]
* APNAJNJK_02677      K02030   87.10  184.7   8.2e-55 polar amino acid transport system substrate-binding protein
* APNAJNJK_02678      K02029  212.03  247.4   8.5e-74 polar amino acid transport system permease protein
* APNAJNJK_02679      K02028  376.33  424.1  2.7e-127 polar amino acid transport system ATP-binding protein [EC:7.4.2.1]
* APNAJNJK_02681      K13633  283.13  462.5  3.9e-139 AraC family transcriptional regulator, transcriptional activator FtrA
* APNAJNJK_02682      K01139  804.23  932.0    1e-280 GTP diphosphokinase / guanosine-3',5'-bis(diphosphate) 3'-diphosphatase [EC:2.7.6.5 3.1.7.2]
* APNAJNJK_02683      K03060   26.20   73.5   7.7e-21 DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]
* APNAJNJK_02684      K00942  190.00  238.5   4.1e-71 guanylate kinase [EC:2.7.4.8]
* APNAJNJK_02685      K19713   79.03  377.7  1.7e-113 thiosulfate dehydrogenase [EC:1.8.2.2]
* APNAJNJK_02688      K07326  479.70  523.3  2.6e-157 hemolysin activation/secretion protein
* APNAJNJK_02689      K15125  278.63 1847.4         0 filamentous hemagglutinin
* APNAJNJK_02691      K02014  162.10  253.0   2.7e-75 iron complex outermembrane recepter protein
* APNAJNJK_02693      K01241   83.07  751.7  1.2e-226 AMP nucleosidase [EC:3.2.2.4]
* APNAJNJK_02694      K11733  623.87  826.1  2.8e-249 lysine-specific permease
* APNAJNJK_02696      K00989  169.27  450.3  2.3e-135 ribonuclease PH [EC:2.7.7.56]
* APNAJNJK_02699      K03406   64.93  349.7  1.2e-104 methyl-accepting chemotaxis protein
* APNAJNJK_02701      K01519   64.83  254.6   4.7e-76 XTP/dITP diphosphohydrolase [EC:3.6.1.66]
* APNAJNJK_02702      K02495  276.80  308.9   2.4e-92 oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]
* APNAJNJK_02703      K01915   56.00  314.3   6.8e-94 glutamine synthetase [EC:6.3.1.2]
* APNAJNJK_02704      K07708  293.77  431.6  1.4e-129 two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
* APNAJNJK_02705      K07712  568.13  708.2    2e-213 two-component system, NtrC family, nitrogen regulation response regulator GlnG
* APNAJNJK_02707      K06911   93.27  192.0   7.7e-57 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* APNAJNJK_02708      K06911   93.27  245.8   3.6e-73 quercetin 2,3-dioxygenase [EC:1.13.11.24]
* APNAJNJK_02709      K02839  195.10  296.6   2.8e-89 peptide chain release factor
* APNAJNJK_02710      K18148  254.77  584.4    3e-176 release factor H-coupled RctB family protein
* APNAJNJK_02711      K07795   99.77  301.8   3.2e-90 putative tricarboxylic transport membrane protein
* APNAJNJK_02713      K02011  340.00  437.1  3.2e-131 iron(III) transport system permease protein
* APNAJNJK_02714      K02012  205.13  261.1   7.8e-78 iron(III) transport system substrate-binding protein
* APNAJNJK_02716      K07795   99.77  298.7   2.8e-89 putative tricarboxylic transport membrane protein
* APNAJNJK_02719      K17737  268.13  378.8  6.7e-114 LysR family transcriptional regulator, carnitine catabolism transcriptional activator
* APNAJNJK_02720      K09022   75.57  174.3   1.2e-51 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
* APNAJNJK_02721      K03655  382.63  737.5  8.4e-222 ATP-dependent DNA helicase RecG [EC:5.6.2.4]
* APNAJNJK_02722      K04761  249.30  456.8  2.4e-137 LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator
* APNAJNJK_02723      K04047   79.00  225.1   4.4e-67 starvation-inducible DNA-binding protein
* APNAJNJK_02724      K02474  476.27  640.0  6.9e-193 UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]
* APNAJNJK_02727      K01991   91.83  151.1   1.7e-44 polysaccharide biosynthesis/export protein
* APNAJNJK_02728      K09688  153.57  354.7  7.8e-107 capsular polysaccharide transport system permease protein
* APNAJNJK_02730      K10107  224.90  271.4   4.7e-81 capsular polysaccharide transport system permease protein
* APNAJNJK_02731      K22917  698.13 1104.8         0 Vi polysaccharide export protein VexE
* APNAJNJK_02732      K01728  183.13  241.9   4.8e-72 pectate lyase [EC:4.2.2.2]
* APNAJNJK_02733      K07002   56.77  226.5   1.8e-67 serine hydrolase [EC:3.-.-.-]
* APNAJNJK_02734      K01999  174.37  311.5     5e-93 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_02735      K18073  339.03  370.6  8.9e-112 two-component system, OmpR family, response regulator ParR
* APNAJNJK_02735      K02483  235.13  262.6     2e-78 two-component system, OmpR family, response regulator
* APNAJNJK_02736      K18072  497.13  546.8  1.4e-164 two-component system, OmpR family, sensor kinase ParS [EC:2.7.13.3]
* APNAJNJK_02738      K07274   56.57  178.7   7.9e-53 MipA family protein
* APNAJNJK_02739      K10112  534.23  542.8  2.7e-163 multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
* APNAJNJK_02739      K05816  535.30  542.8  2.1e-163 sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]
* APNAJNJK_02740      K05815  311.37  388.3  9.2e-117 sn-glycerol 3-phosphate transport system permease protein
* APNAJNJK_02741      K05814  348.90  428.5  5.8e-129 sn-glycerol 3-phosphate transport system permease protein
* APNAJNJK_02742      K05813  335.13  597.7  6.6e-180 sn-glycerol 3-phosphate transport system substrate-binding protein
* APNAJNJK_02742      K02027  198.00  213.6   2.2e-63 multiple sugar transport system substrate-binding protein
* APNAJNJK_02743      K00286  174.00  310.1   1.1e-92 pyrroline-5-carboxylate reductase [EC:1.5.1.2]
* APNAJNJK_02744      K09125   30.87  175.1   6.8e-52 queuosine precursor transporter
* APNAJNJK_02745      K01999  174.37  301.8   4.2e-90 branched-chain amino acid transport system substrate-binding protein
* APNAJNJK_02746      K01997  143.13  341.3  2.3e-102 branched-chain amino acid transport system permease protein
* APNAJNJK_02747      K01998  236.27  385.0  1.7e-115 branched-chain amino acid transport system permease protein
* APNAJNJK_02748      K01995  308.67  428.5  1.6e-128 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_02749      K01996  320.37  413.2  6.8e-124 branched-chain amino acid transport system ATP-binding protein
* APNAJNJK_02751      K01779   89.20  269.6   2.1e-80 aspartate racemase [EC:5.1.1.13]
* APNAJNJK_02752      K20817  855.80  972.9    9e-294 N-acyl-D-aspartate deacylase [EC:3.5.1.83]
* APNAJNJK_02752      K06015  129.47  596.4  2.9e-179 N-acyl-D-amino-acid deacylase [EC:3.5.1.81]
* APNAJNJK_02753      K07795   99.77  334.0  5.6e-100 putative tricarboxylic transport membrane protein
* APNAJNJK_02755      K00799   63.80  101.8   1.8e-29 glutathione S-transferase [EC:2.5.1.18]
* APNAJNJK_02756      K21430  237.50  534.9  7.9e-161 aldose sugar dehydrogenase [EC:1.1.5.-]
* APNAJNJK_02757      K11208  187.23  275.4   9.2e-83 GST-like protein
* APNAJNJK_02758      K15270  161.80  283.4   6.2e-85 S-adenosylmethionine uptake transporter
* APNAJNJK_02763      K01476  192.33  326.8   7.5e-98 arginase [EC:3.5.3.1]
* APNAJNJK_02764      K02073   97.27  273.9   7.7e-82 D-methionine transport system substrate-binding protein
* APNAJNJK_02767      K03719  128.80  135.5   8.6e-40 Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein
* APNAJNJK_02768      K07098   93.73  308.8   1.6e-92 uncharacterized protein
* APNAJNJK_02769      K00101  459.97  483.4    4e-145 L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]
* APNAJNJK_02770      K01613   28.53  298.4   3.1e-89 phosphatidylserine decarboxylase [EC:4.1.1.65]
* APNAJNJK_02771      K06158  546.40  724.8    4e-218 ATP-binding cassette, subfamily F, member 3
* APNAJNJK_02772      K01644  151.40  287.2   7.1e-86 citrate lyase subunit beta / citryl-CoA lyase [EC:4.1.3.34]
* APNAJNJK_02775      K22479  115.30  272.3   1.8e-81 N-acetyltransferase
* APNAJNJK_02776      K26064  432.23  626.8  5.7e-189 D-lysine oxidase
* APNAJNJK_02777      K01626  120.50  304.5   5.4e-91 3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
* APNAJNJK_02780      K21757  289.67  312.2   1.6e-93 LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
* APNAJNJK_02781      K08224  178.67  556.4  1.5e-167 MFS transporter, YNFM family, putative membrane transport protein
* APNAJNJK_02782      K02403   31.23   55.6   2.1e-15 flagellar transcriptional activator FlhD
