locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKMGFOCH_03604	CDS	303			COG1695	Transcriptional regulator
AKMGFOCH_03605	CDS	1230	chrA			Chromate transport protein
AKMGFOCH_03606	CDS	855				hypothetical protein
AKMGFOCH_03607	CDS	1452	dauA_2		COG0659	C4-dicarboxylic acid transporter DauA
AKMGFOCH_03608	CDS	1215	xerD_2		COG4974	Tyrosine recombinase XerD
AKMGFOCH_03609	CDS	732				hypothetical protein
AKMGFOCH_03610	CDS	2547	topB_1	5.6.2.1		DNA topoisomerase 3
AKMGFOCH_03611	CDS	258				hypothetical protein
AKMGFOCH_03612	CDS	426				hypothetical protein
AKMGFOCH_03613	CDS	1053				hypothetical protein
AKMGFOCH_03614	CDS	1458				hypothetical protein
AKMGFOCH_03615	CDS	459				hypothetical protein
AKMGFOCH_03616	CDS	375				hypothetical protein
AKMGFOCH_03617	CDS	1647				hypothetical protein
AKMGFOCH_03618	CDS	225				hypothetical protein
AKMGFOCH_03619	CDS	852	parA_1			Chromosome partitioning protein ParA
AKMGFOCH_03620	tRNA	77				tRNA-Pro(cgg)
AKMGFOCH_03621	CDS	927	ispB	2.5.1.90	COG0142	Octaprenyl diphosphate synthase
AKMGFOCH_03622	CDS	312	rplU		COG0261	50S ribosomal protein L21
AKMGFOCH_03623	CDS	261	rpmA		COG0211	50S ribosomal protein L27
AKMGFOCH_03624	CDS	1137	obg	3.6.5.-		GTPase Obg
AKMGFOCH_03625	CDS	1137	proB	2.7.2.11		Glutamate 5-kinase
AKMGFOCH_03626	CDS	927	araD_3	4.2.1.43		L-2-keto-3-deoxyarabonate dehydratase
AKMGFOCH_03627	CDS	1323	abaQ			Quinolone resistance transporter
AKMGFOCH_03628	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 2
AKMGFOCH_03629	CDS	1770	araC_2	4.2.1.25		L-arabonate dehydratase
AKMGFOCH_03630	CDS	948	gbpR_6			HTH-type transcriptional regulator GbpR
AKMGFOCH_03631	CDS	621				hypothetical protein
AKMGFOCH_03632	CDS	378				hypothetical protein
AKMGFOCH_03633	CDS	573	secD_2			Protein translocase subunit SecD
AKMGFOCH_03634	CDS	1914	thiC	4.1.99.17	COG0422	Phosphomethylpyrimidine synthase
AKMGFOCH_03635	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
AKMGFOCH_03636	CDS	720	lutR_4		COG2186	HTH-type transcriptional regulator LutR
AKMGFOCH_03637	CDS	1191				hypothetical protein
AKMGFOCH_03638	CDS	756	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
AKMGFOCH_03639	CDS	1446				hypothetical protein
AKMGFOCH_03640	CDS	1590				hypothetical protein
AKMGFOCH_03641	CDS	753	gpmA	5.4.2.11		2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
AKMGFOCH_03642	CDS	423	glpE_2	2.8.1.1		Thiosulfate sulfurtransferase GlpE
AKMGFOCH_03643	CDS	258	grxC		COG0695	Glutaredoxin 3
AKMGFOCH_03644	CDS	543	secB		COG1952	Protein-export protein SecB
AKMGFOCH_03645	CDS	1050	gpsA	1.1.1.94	COG0240	Glycerol-3-phosphate dehydrogenase [NAD(P)+]
AKMGFOCH_03646	CDS	996				hypothetical protein
AKMGFOCH_03647	CDS	492	trmL	2.1.1.207	COG0219	tRNA (cytidine(34)-2'-O)-methyltransferase
AKMGFOCH_03648	CDS	696				hypothetical protein
AKMGFOCH_03649	CDS	933	tam_4	2.1.1.144		Trans-aconitate 2-methyltransferase
AKMGFOCH_03650	CDS	1245	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
AKMGFOCH_03651	CDS	1470	trkH		COG0168	Trk system potassium uptake protein TrkH
AKMGFOCH_03652	CDS	1380	trkA		COG0569	Trk system potassium uptake protein TrkA
AKMGFOCH_03653	CDS	690	cheB_4	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
AKMGFOCH_03654	CDS	2322	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
AKMGFOCH_03655	CDS	591				hypothetical protein
AKMGFOCH_03656	CDS	1338	rsmB_2	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
AKMGFOCH_03657	CDS	633	rhtB_3		COG1280	Homoserine/homoserine lactone efflux protein
AKMGFOCH_03658	CDS	1317	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
AKMGFOCH_03659	CDS	318	gdx_1			Guanidinium exporter
AKMGFOCH_03660	CDS	387				hypothetical protein
AKMGFOCH_03661	CDS	561				hypothetical protein
AKMGFOCH_03662	CDS	603		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
AKMGFOCH_03663	CDS	561				hypothetical protein
AKMGFOCH_03664	CDS	627	gph_1	3.1.3.18		Phosphoglycolate phosphatase
AKMGFOCH_03665	CDS	516				hypothetical protein
AKMGFOCH_03666	CDS	942	fmt_1	2.1.2.9	COG0223	Methionyl-tRNA formyltransferase
AKMGFOCH_03667	CDS	513	def1	3.5.1.88		Peptide deformylase 1
AKMGFOCH_03668	CDS	1128				hypothetical protein
AKMGFOCH_03669	CDS	909	liuE	4.1.3.26	COG0119	3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase
AKMGFOCH_03670	CDS	474				hypothetical protein
AKMGFOCH_03671	CDS	1017	yhdW_6			Putative amino-acid ABC transporter-binding protein YhdW
AKMGFOCH_03672	CDS	1242	lysN_2	2.6.1.39	COG1167	2-aminoadipate transaminase
AKMGFOCH_03673	CDS	720			COG0325	Pyridoxal phosphate homeostasis protein
AKMGFOCH_03674	CDS	969				hypothetical protein
AKMGFOCH_03675	CDS	1872				hypothetical protein
AKMGFOCH_03676	CDS	3963				hypothetical protein
AKMGFOCH_03677	CDS	525	yqaA		COG1238	Inner membrane protein YqaA
AKMGFOCH_03678	CDS	1509	ilvA_2	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
AKMGFOCH_03679	CDS	1113				Outer membrane porin protein
AKMGFOCH_03680	CDS	384				hypothetical protein
AKMGFOCH_03681	CDS	891	dmlR_26			HTH-type transcriptional regulator DmlR
AKMGFOCH_03682	CDS	552	apt	2.4.2.7		Adenine phosphoribosyltransferase
AKMGFOCH_03683	CDS	1698			COG1132	putative ABC transporter ATP-binding/permease protein
AKMGFOCH_03684	CDS	1746	cydD		COG4988	ATP-binding/permease protein CydD
AKMGFOCH_03685	CDS	126	cydX	7.1.1.7		Cytochrome bd ubiquinol oxidase subunit X
AKMGFOCH_03686	CDS	1152	cydB_1	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
AKMGFOCH_03687	CDS	1575	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
AKMGFOCH_03688	CDS	546				hypothetical protein
AKMGFOCH_03689	CDS	1218	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AKMGFOCH_03690	CDS	990	kdsD	5.3.1.13	COG0517	Arabinose 5-phosphate isomerase KdsD
AKMGFOCH_03691	CDS	609		3.1.3.45	COG1778	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC
AKMGFOCH_03692	CDS	633	lptC			Lipopolysaccharide export system protein LptC
AKMGFOCH_03693	CDS	642	lptA			Lipopolysaccharide export system protein LptA
AKMGFOCH_03694	CDS	795	lptB_8	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
AKMGFOCH_03695	CDS	336	hpf		COG1544	Ribosome hibernation promoting factor
AKMGFOCH_03696	CDS	456				hypothetical protein
AKMGFOCH_03697	CDS	927	hprK	2.7.11.-		HPr kinase/phosphorylase
AKMGFOCH_03698	CDS	1434	hisC_2	2.6.1.9		Histidinol-phosphate aminotransferase
AKMGFOCH_03699	CDS	1284	adhB_2	1.1.5.5		Alcohol dehydrogenase (quinone), cytochrome c subunit
AKMGFOCH_03700	CDS	756				hypothetical protein
AKMGFOCH_03701	CDS	879	rapZ		COG1660	RNase adapter protein RapZ
AKMGFOCH_03702	CDS	957	rlpA	4.2.2.-		Endolytic peptidoglycan transglycosylase RlpA
AKMGFOCH_03703	CDS	618	ogt_2	2.1.1.63		Methylated-DNA--protein-cysteine methyltransferase
AKMGFOCH_03704	CDS	930	rsmI_1	2.1.1.198	COG0313	Ribosomal RNA small subunit methyltransferase I
AKMGFOCH_03705	CDS	480				hypothetical protein
AKMGFOCH_03706	CDS	594	gmhA_1	5.3.1.28		Phosphoheptose isomerase
AKMGFOCH_03707	CDS	747				hypothetical protein
AKMGFOCH_03708	CDS	495	resA_3		COG0526	Thiol-disulfide oxidoreductase ResA
AKMGFOCH_03709	CDS	789	metQ_4		COG1464	D-methionine-binding lipoprotein MetQ
AKMGFOCH_03710	CDS	903	argB	2.7.2.8	COG0548	Acetylglutamate kinase
AKMGFOCH_03711	CDS	747	gph_2	3.1.3.18		Phosphoglycolate phosphatase
AKMGFOCH_03712	CDS	576	slmA_2		COG1309	Nucleoid occlusion factor SlmA
AKMGFOCH_03713	CDS	1494				hypothetical protein
AKMGFOCH_03714	CDS	1050	ldh	1.1.1.27	COG2055	L-lactate dehydrogenase
AKMGFOCH_03715	CDS	957				IS110 family transposase ISPpu10
AKMGFOCH_03716	CDS	969				IS110 family transposase ISPpu10
AKMGFOCH_03717	CDS	1137	mrdB_1	2.4.1.129	COG0772	Peptidoglycan glycosyltransferase MrdB
AKMGFOCH_03718	CDS	1929	mrdA	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
AKMGFOCH_03719	CDS	570				hypothetical protein
AKMGFOCH_03720	CDS	885	mreC		COG1792	Cell shape-determining protein MreC
AKMGFOCH_03721	CDS	1044	mreB		COG1077	Cell shape-determining protein MreB
AKMGFOCH_03722	CDS	309	gatC	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
AKMGFOCH_03723	CDS	1539	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
AKMGFOCH_03724	CDS	1458	gatB	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
AKMGFOCH_03725	CDS	246				hypothetical protein
AKMGFOCH_03726	CDS	474				hypothetical protein
AKMGFOCH_03727	CDS	690	pyrE	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
AKMGFOCH_03728	CDS	789	exoA	3.1.11.2	COG0708	Exodeoxyribonuclease
AKMGFOCH_03729	CDS	1347	gdhA_2	1.4.1.4	COG0334	NADP-specific glutamate dehydrogenase
AKMGFOCH_03730	CDS	492				hypothetical protein
AKMGFOCH_03731	CDS	900			COG0583	putative HTH-type transcriptional regulator
AKMGFOCH_03732	CDS	633	argO_2		COG1279	Arginine exporter protein ArgO
AKMGFOCH_03733	CDS	363				hypothetical protein
AKMGFOCH_03734	CDS	942	gcvA_8			Glycine cleavage system transcriptional activator
AKMGFOCH_03735	CDS	1164	braC_7		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein
AKMGFOCH_03736	CDS	873	livH_11		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_03737	CDS	1923	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
AKMGFOCH_03738	CDS	723	livF_13		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_03739	CDS	957				IS110 family transposase ISPpu10
AKMGFOCH_03740	CDS	429	ohrB_2		COG1764	Organic hydroperoxide resistance protein OhrB
AKMGFOCH_03741	CDS	462	ohrR			Organic hydroperoxide resistance transcriptional regulator
AKMGFOCH_03742	CDS	708				hypothetical protein
AKMGFOCH_03743	CDS	1947		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
AKMGFOCH_03744	CDS	798	cysA_2	7.3.2.3	COG1118	Sulfate/thiosulfate import ATP-binding protein CysA
AKMGFOCH_03745	CDS	930	livH_12		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_03746	CDS	1065				hypothetical protein
AKMGFOCH_03747	CDS	111				hypothetical protein
AKMGFOCH_03748	CDS	1335				hypothetical protein
AKMGFOCH_03749	CDS	843	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_03750	CDS	1269				hypothetical protein
AKMGFOCH_03751	CDS	1239				hypothetical protein
AKMGFOCH_03752	CDS	438				hypothetical protein
AKMGFOCH_03753	CDS	429				hypothetical protein
AKMGFOCH_03754	CDS	339	bigR		COG0640	Biofilm growth-associated repressor
AKMGFOCH_03755	CDS	864		3.-.-.-		putative metallo-hydrolase
AKMGFOCH_03756	CDS	1467		2.7.4.-	COG2326	Polyphosphate:AMP phosphotransferase
AKMGFOCH_03757	CDS	450				hypothetical protein
AKMGFOCH_03758	CDS	465				hypothetical protein
AKMGFOCH_03759	CDS	1239	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
AKMGFOCH_03760	CDS	402				hypothetical protein
AKMGFOCH_03761	CDS	849				hypothetical protein
AKMGFOCH_03762	CDS	1206				hypothetical protein
AKMGFOCH_03763	CDS	687				hypothetical protein
AKMGFOCH_03764	CDS	786	bdhA_2	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
AKMGFOCH_03765	CDS	663	tenA	3.5.99.2	COG0819	Aminopyrimidine aminohydrolase
AKMGFOCH_03766	CDS	795				hypothetical protein
AKMGFOCH_03767	CDS	1731	hscC		COG0443	Chaperone protein HscC
AKMGFOCH_03768	CDS	192				hypothetical protein
AKMGFOCH_03769	CDS	8388				hypothetical protein
AKMGFOCH_03770	CDS	1749	shlB_1			Hemolysin transporter protein ShlB
AKMGFOCH_03771	CDS	762	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
AKMGFOCH_03772	CDS	1776	deaD	3.6.4.13		ATP-dependent RNA helicase DeaD
AKMGFOCH_03773	CDS	1182				hypothetical protein
AKMGFOCH_03774	CDS	1104	cca		COG0617	Multifunctional CCA protein
AKMGFOCH_03775	CDS	2148	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
AKMGFOCH_03776	CDS	732				hypothetical protein
AKMGFOCH_03777	CDS	1431			COG2308	putative protein
AKMGFOCH_03778	CDS	987				hypothetical protein
AKMGFOCH_03779	CDS	804			COG1305	putative protein
AKMGFOCH_03780	CDS	864				hypothetical protein
AKMGFOCH_03781	CDS	999				hypothetical protein
AKMGFOCH_03782	CDS	843	metF	1.5.1.20	COG0685	5,10-methylenetetrahydrofolate reductase
AKMGFOCH_03783	CDS	336				hypothetical protein
AKMGFOCH_03784	CDS	1419	ahcY	3.3.1.1		Adenosylhomocysteinase
AKMGFOCH_03785	CDS	1041	mgtA_1	2.4.1.-	COG0438	GDP-mannose-dependent alpha-mannosyltransferase
AKMGFOCH_03786	CDS	237				hypothetical protein
AKMGFOCH_03787	CDS	894	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
AKMGFOCH_03788	CDS	639	leuD_1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
AKMGFOCH_03789	CDS	1422	leuC_1	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
AKMGFOCH_03790	CDS	984				hypothetical protein
AKMGFOCH_03791	CDS	924	dmlR_27			HTH-type transcriptional regulator DmlR
AKMGFOCH_03792	CDS	975				hypothetical protein
AKMGFOCH_03793	CDS	1305	kgtP_2			Alpha-ketoglutarate permease
AKMGFOCH_03794	CDS	1428	gatA_3	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
AKMGFOCH_03795	CDS	1164	metK	2.5.1.6	COG0192	S-adenosylmethionine synthase
AKMGFOCH_03796	CDS	867	lpxP	2.3.1.242	COG1560	Lipid A biosynthesis palmitoleoyltransferase
AKMGFOCH_03797	CDS	891	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
AKMGFOCH_03798	CDS	912	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
AKMGFOCH_03799	CDS	678				hypothetical protein
AKMGFOCH_03800	CDS	1002	xerC_4		COG4973	Tyrosine recombinase XerC
AKMGFOCH_03801	CDS	1143				hypothetical protein
AKMGFOCH_03802	CDS	684				hypothetical protein
AKMGFOCH_03803	CDS	996	fimA		COG0803	Manganese ABC transporter substrate-binding lipoprotein
AKMGFOCH_03804	CDS	867	mntB			Manganese transport system membrane protein MntB
AKMGFOCH_03805	CDS	723	scaC	7.2.2.5	COG1121	Manganese import ATP-binding protein ScaC
AKMGFOCH_03806	CDS	597				hypothetical protein
AKMGFOCH_03807	CDS	1131	yjiA_1	3.6.-.-	COG0523	P-loop guanosine triphosphatase YjiA
AKMGFOCH_03808	CDS	465	dksA			RNA polymerase-binding transcription factor DksA
AKMGFOCH_03809	CDS	540	hslV	3.4.25.2	COG5405	ATP-dependent protease subunit HslV
AKMGFOCH_03810	CDS	1335	hslU		COG1220	ATP-dependent protease ATPase subunit HslU
AKMGFOCH_03811	CDS	297				hypothetical protein
AKMGFOCH_03812	CDS	561	cobO	2.5.1.-	COG2096	Cobalamin adenosyltransferase
AKMGFOCH_03813	CDS	1062	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
AKMGFOCH_03814	CDS	873				hypothetical protein
AKMGFOCH_03815	CDS	894	rmlD	1.1.1.133		dTDP-4-dehydrorhamnose reductase
AKMGFOCH_03816	CDS	882	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
AKMGFOCH_03817	CDS	246	rmlC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
AKMGFOCH_03818	CDS	1011				hypothetical protein
AKMGFOCH_03819	CDS	1257				hypothetical protein
AKMGFOCH_03820	CDS	807	galE1_2	5.1.3.2	COG1088	UDP-glucose 4-epimerase
AKMGFOCH_03821	CDS	1020				hypothetical protein
AKMGFOCH_03822	CDS	801				hypothetical protein
AKMGFOCH_03823	CDS	756	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
AKMGFOCH_03824	CDS	759				hypothetical protein
AKMGFOCH_03825	CDS	1086				hypothetical protein
AKMGFOCH_03826	CDS	3597				hypothetical protein
AKMGFOCH_03827	CDS	1041	hddA	2.7.1.168		D-glycero-alpha-D-manno-heptose 7-phosphate kinase
AKMGFOCH_03828	CDS	456	gmhA_2	5.3.1.28	COG0279	Phosphoheptose isomerase
AKMGFOCH_03829	CDS	1209	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
AKMGFOCH_03830	CDS	315				hypothetical protein
AKMGFOCH_03831	CDS	186	insK		COG2801	Putative transposase InsK for insertion sequence element IS150
AKMGFOCH_03832	CDS	1740				hypothetical protein
AKMGFOCH_03833	CDS	93				hypothetical protein
AKMGFOCH_03834	CDS	942	csbB	2.4.-.-	COG0463	Putative glycosyltransferase CsbB
AKMGFOCH_03835	CDS	1125	fdtB	2.6.1.90		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose transaminase
AKMGFOCH_03836	CDS	1803				hypothetical protein
AKMGFOCH_03837	CDS	339	arnE			4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
AKMGFOCH_03838	CDS	1008				hypothetical protein
AKMGFOCH_03839	CDS	1005	lipA	2.8.1.8	COG0320	Lipoyl synthase
AKMGFOCH_03840	CDS	813	purR_3			HTH-type transcriptional repressor PurR
AKMGFOCH_03841	CDS	723				hypothetical protein
AKMGFOCH_03842	CDS	639	lipB	2.3.1.181	COG0321	Octanoyltransferase
AKMGFOCH_03843	CDS	273				hypothetical protein
AKMGFOCH_03844	CDS	867	dat	2.6.1.21		D-alanine aminotransferase
AKMGFOCH_03845	tRNA	82				tRNA-Arg(ccg)
AKMGFOCH_03846	CDS	654				hypothetical protein
AKMGFOCH_03847	CDS	612				hypothetical protein
AKMGFOCH_03848	CDS	957				hypothetical protein
AKMGFOCH_03849	CDS	840	mkl		COG1127	putative ribonucleotide transport ATP-binding protein mkl
AKMGFOCH_03850	CDS	1134				hypothetical protein
AKMGFOCH_03851	CDS	855	birA	6.3.4.15		Bifunctional ligase/repressor BirA
AKMGFOCH_03852	CDS	807	coaX	2.7.1.33		Type III pantothenate kinase
AKMGFOCH_03853	CDS	165				hypothetical protein
AKMGFOCH_03854	CDS	1314	waaA	2.4.99.12	COG1519	3-deoxy-D-manno-octulosonic acid transferase
AKMGFOCH_03855	CDS	984	rfaC	2.-.-.-	COG0859	Lipopolysaccharide heptosyltransferase 1
AKMGFOCH_03856	CDS	1104	tagO_2	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
AKMGFOCH_03857	CDS	570				hypothetical protein
AKMGFOCH_03858	CDS	1434	bmr3_2			Multidrug resistance protein 3
AKMGFOCH_03859	CDS	870				IS1595 family transposase ISBsp7
AKMGFOCH_03860	CDS	1212	clsB_2	2.7.8.-	COG1502	Cardiolipin synthase B
AKMGFOCH_03861	CDS	867				hypothetical protein
AKMGFOCH_03862	CDS	1788	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
AKMGFOCH_03863	CDS	669				hypothetical protein
AKMGFOCH_03864	CDS	330				hypothetical protein
AKMGFOCH_03865	CDS	1284				hypothetical protein
AKMGFOCH_03866	CDS	897				hypothetical protein
AKMGFOCH_03867	CDS	1932				hypothetical protein
AKMGFOCH_03868	CDS	909				hypothetical protein
AKMGFOCH_03869	CDS	777				hypothetical protein
AKMGFOCH_03870	CDS	894	dapA_6	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
AKMGFOCH_03871	CDS	486	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
AKMGFOCH_03872	tRNA	97				tRNA-Val(gac)
AKMGFOCH_03873	CDS	927	ubiA	2.5.1.39	COG0382	4-hydroxybenzoate octaprenyltransferase
AKMGFOCH_03874	CDS	411				hypothetical protein
AKMGFOCH_03875	CDS	390				hypothetical protein
AKMGFOCH_03876	CDS	1119	lysDH	1.4.1.18		Lysine 6-dehydrogenase
AKMGFOCH_03877	CDS	759	glcC		COG2186	Glc operon transcriptional activator
AKMGFOCH_03878	CDS	2175	glcB	2.3.3.9	COG2225	Malate synthase G
AKMGFOCH_03879	CDS	618				hypothetical protein
AKMGFOCH_03880	CDS	117				hypothetical protein
AKMGFOCH_03881	CDS	858				hypothetical protein
AKMGFOCH_03882	CDS	591				hypothetical protein
AKMGFOCH_03883	CDS	306				hypothetical protein
AKMGFOCH_03884	CDS	306				hypothetical protein
AKMGFOCH_03885	CDS	729	tam_5	2.1.1.144		Trans-aconitate 2-methyltransferase
AKMGFOCH_03886	CDS	522	ssb		COG0629	Single-stranded DNA-binding protein
AKMGFOCH_03887	CDS	1185	yajR		COG0477	Inner membrane transport protein YajR
AKMGFOCH_03888	CDS	2856	uvrA_1		COG0178	UvrABC system protein A
AKMGFOCH_03889	CDS	663				hypothetical protein
AKMGFOCH_03890	CDS	1137				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
AKMGFOCH_03891	CDS	1077	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
AKMGFOCH_03892	CDS	537	aroK_2	2.7.1.71	COG0703	Shikimate kinase 1
AKMGFOCH_03893	CDS	2448	mrcA_1		COG5009	Penicillin-binding protein 1A
AKMGFOCH_03894	CDS	330	cyaY		COG1965	Iron-sulfur cluster assembly protein CyaY
AKMGFOCH_03895	CDS	1293	lysA_2	4.1.1.20	COG0019	Diaminopimelate decarboxylase
AKMGFOCH_03896	CDS	1347	ccsA			Cytochrome c biogenesis protein CcsA
AKMGFOCH_03897	CDS	2079	ccs1			Cytochrome c biogenesis protein Ccs1
AKMGFOCH_03898	CDS	702				hypothetical protein
AKMGFOCH_03899	CDS	624	engB_1			putative GTP-binding protein EngB
AKMGFOCH_03900	CDS	1017	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
AKMGFOCH_03901	CDS	924				hypothetical protein
AKMGFOCH_03902	CDS	1875	dsbD_1	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AKMGFOCH_03903	CDS	348	cutA		COG1324	Divalent-cation tolerance protein CutA
AKMGFOCH_03904	CDS	438				hypothetical protein
AKMGFOCH_03905	CDS	393	rplQ		COG0203	50S ribosomal protein L17
AKMGFOCH_03906	CDS	987	rpoA	2.7.7.6		DNA-directed RNA polymerase subunit alpha
AKMGFOCH_03907	CDS	624	rpsD		COG0522	30S ribosomal protein S4
AKMGFOCH_03908	CDS	402	rpsK		COG0100	30S ribosomal protein S11
AKMGFOCH_03909	CDS	366	rpsM		COG0099	30S ribosomal protein S13
AKMGFOCH_03910	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
AKMGFOCH_03911	CDS	219	infA_2			Translation initiation factor IF-1
AKMGFOCH_03912	CDS	1326	secY		COG0201	Protein translocase subunit SecY
AKMGFOCH_03913	CDS	441	rplO		COG0200	50S ribosomal protein L15
AKMGFOCH_03914	CDS	186	rpmD			50S ribosomal protein L30
AKMGFOCH_03915	CDS	522	rpsE		COG0098	30S ribosomal protein S5
AKMGFOCH_03916	CDS	366	rplR		COG0256	50S ribosomal protein L18
AKMGFOCH_03917	CDS	534	rplF		COG0097	50S ribosomal protein L6
AKMGFOCH_03918	CDS	396	rpsH		COG0096	30S ribosomal protein S8
AKMGFOCH_03919	CDS	306	rpsN		COG0199	30S ribosomal protein S14
AKMGFOCH_03920	CDS	540	rplE		COG0094	50S ribosomal protein L5
AKMGFOCH_03921	CDS	321	rplX		COG0198	50S ribosomal protein L24
AKMGFOCH_03922	CDS	369	rplN		COG0093	50S ribosomal protein L14
AKMGFOCH_03923	CDS	765				hypothetical protein
AKMGFOCH_03924	CDS	1428	araE	1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 1
AKMGFOCH_03925	CDS	918	araC_3			Arabinose operon regulatory protein
AKMGFOCH_03926	CDS	1182	megL	4.4.1.11	COG0626	L-methionine gamma-lyase
AKMGFOCH_03927	CDS	960	nphR_1			Transcriptional activator NphR
AKMGFOCH_03928	CDS	897	menH_6	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AKMGFOCH_03929	CDS	1173				hypothetical protein
AKMGFOCH_03930	CDS	771	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
AKMGFOCH_03931	CDS	753	livF_15		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
AKMGFOCH_03932	CDS	1011	livH_13		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
AKMGFOCH_03933	CDS	1068				hypothetical protein
AKMGFOCH_03934	CDS	567				hypothetical protein
AKMGFOCH_03935	CDS	282	rpsQ		COG0186	30S ribosomal protein S17
AKMGFOCH_03936	CDS	192	rpmC		COG0255	50S ribosomal protein L29
AKMGFOCH_03937	CDS	417	rplP		COG0197	50S ribosomal protein L16
AKMGFOCH_03938	CDS	792	rpsC		COG0092	30S ribosomal protein S3
AKMGFOCH_03939	CDS	330	rplV		COG0091	50S ribosomal protein L22
AKMGFOCH_03940	CDS	276	rpsS		COG0185	30S ribosomal protein S19
AKMGFOCH_03941	CDS	828	rplB		COG0090	50S ribosomal protein L2
AKMGFOCH_03942	CDS	297	rplW		COG0089	50S ribosomal protein L23
AKMGFOCH_03943	CDS	618	rplD		COG0088	50S ribosomal protein L4
AKMGFOCH_03944	CDS	690	rplC		COG0087	50S ribosomal protein L3
AKMGFOCH_03945	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
AKMGFOCH_03946	CDS	1191	tufA_1		COG0050	Elongation factor Tu
