locus_tag	ftype	length_bp	gene	EC_number	COG	product
APNAJNJK_02919	CDS	591	yceI		COG2353	Protein YceI
APNAJNJK_02920	CDS	1674				hypothetical protein
APNAJNJK_02921	CDS	2433	iutA_1			Ferric aerobactin receptor
APNAJNJK_02922	CDS	999	fecR_6		COG3712	Protein FecR
APNAJNJK_02923	CDS	504	fecI_8		COG1595	putative RNA polymerase sigma factor FecI
APNAJNJK_02924	CDS	756	glnQ_9			Glutamine transport ATP-binding protein GlnQ
APNAJNJK_02925	CDS	1098	yhdY_2		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
APNAJNJK_02926	CDS	1149				hypothetical protein
APNAJNJK_02927	CDS	1122	yhdW_2			Putative amino-acid ABC transporter-binding protein YhdW
APNAJNJK_02928	CDS	1149	metC_2	4.4.1.13	COG0626	Cystathionine beta-lyase MetC
APNAJNJK_02929	CDS	915	occR_5			Octopine catabolism/uptake operon regulatory protein OccR
APNAJNJK_02930	CDS	2070	btuB_3			Vitamin B12 transporter BtuB
APNAJNJK_02931	CDS	399				hypothetical protein
APNAJNJK_02932	CDS	840	oppF_4		COG4608	Oligopeptide transport ATP-binding protein OppF
APNAJNJK_02933	CDS	867	dppD		COG0444	Dipeptide transport ATP-binding protein DppD
APNAJNJK_02934	CDS	831	gsiD_5		COG1173	Glutathione transport system permease protein GsiD
APNAJNJK_02935	CDS	957	gsiC_6		COG0601	Glutathione transport system permease protein GsiC
APNAJNJK_02936	CDS	1554	gsiB_6		COG0747	Glutathione-binding protein GsiB
APNAJNJK_02937	CDS	1206	csd	2.8.1.7	COG0520	putative cysteine desulfurase
APNAJNJK_02938	CDS	945				hypothetical protein
APNAJNJK_02939	CDS	681	ycaC_1	4.-.-.-	COG1335	putative hydrolase YcaC
APNAJNJK_02940	CDS	2142				hypothetical protein
APNAJNJK_02941	CDS	1521				hypothetical protein
APNAJNJK_02942	CDS	1095				hypothetical protein
APNAJNJK_02943	CDS	831	ssuC_5		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
APNAJNJK_02944	CDS	825	ssuC_6		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
APNAJNJK_02945	CDS	867	ssuB_4	3.6.3.-	COG1116	Aliphatic sulfonates import ATP-binding protein SsuB
APNAJNJK_02946	CDS	1377	ntaA	1.14.14.10		Nitrilotriacetate monooxygenase component A
APNAJNJK_02947	CDS	684				hypothetical protein
APNAJNJK_02948	CDS	1476				hypothetical protein
APNAJNJK_02949	CDS	888	yebZ		COG1276	Inner membrane protein YebZ
APNAJNJK_02950	CDS	357	yobA		COG2372	Protein YobA
APNAJNJK_02951	CDS	465				hypothetical protein
APNAJNJK_02952	CDS	702	proQ			RNA chaperone ProQ
APNAJNJK_02953	CDS	978				hypothetical protein
APNAJNJK_02954	CDS	1047	gnl	3.1.1.17		Gluconolactonase
APNAJNJK_02955	CDS	1575	garD	4.2.1.42	COG2721	Galactarate dehydratase (L-threo-forming)
APNAJNJK_02956	CDS	915		4.2.1.41	COG0329	putative 5-dehydro-4-deoxyglucarate dehydratase
APNAJNJK_02957	CDS	1581		1.2.1.26		Alpha-ketoglutaric semialdehyde dehydrogenase 2
APNAJNJK_02958	CDS	1371	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_02959	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
APNAJNJK_02960	CDS	1122			COG0614	putative protein
APNAJNJK_02961	CDS	1077	hmuU_2		COG0609	Hemin transport system permease protein HmuU
APNAJNJK_02962	CDS	459			COG3241	Azurin
APNAJNJK_02963	CDS	828	btuD_11	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_02964	CDS	1578	ilvA_1	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
APNAJNJK_02965	CDS	1542				hypothetical protein
APNAJNJK_02966	CDS	2229	icd_2	1.1.1.42	COG2838	Isocitrate dehydrogenase [NADP]
APNAJNJK_02967	CDS	642	dedA_2		COG0586	Protein DedA
APNAJNJK_02968	CDS	801	fetB		COG0390	putative iron export permease protein FetB
APNAJNJK_02969	CDS	627	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
APNAJNJK_02970	CDS	1398	iucD	1.14.13.59	COG3486	L-lysine N6-monooxygenase
APNAJNJK_02971	CDS	606	iucB	2.3.1.102		N(6)-hydroxylysine O-acetyltransferase
APNAJNJK_02972	CDS	1848	iucC	6.3.2.39	COG4264	Aerobactin synthase
APNAJNJK_02973	CDS	750				hypothetical protein
APNAJNJK_02974	CDS	1167		1.14.13.239		Carnitine monooxygenase oxygenase subunit
APNAJNJK_02975	CDS	966				hypothetical protein
APNAJNJK_02976	CDS	1242	bcr_1			Bicyclomycin resistance protein
APNAJNJK_02977	CDS	2217	fpvA_3		COG4773	Ferripyoverdine receptor
APNAJNJK_02978	CDS	1125				hypothetical protein
APNAJNJK_02979	CDS	1041	yfiZ_2		COG0609	putative siderophore transport system permease protein YfiZ
APNAJNJK_02980	CDS	1056	fepG_2		COG4779	Ferric enterobactin transport system permease protein FepG
APNAJNJK_02981	CDS	825	fepC_2		COG1120	Ferric enterobactin transport ATP-binding protein FepC
APNAJNJK_02982	CDS	798	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
APNAJNJK_02983	CDS	654	yecS_4		COG0765	L-cystine transport system permease protein YecS
APNAJNJK_02984	CDS	750	fliY_2		COG0834	L-cystine-binding protein FliY
APNAJNJK_02985	CDS	1074	pnoA_2	1.13.12.-		Nitronate monooxygenase
APNAJNJK_02986	CDS	825	resA_3			Thiol-disulfide oxidoreductase ResA
APNAJNJK_02987	CDS	342				hypothetical protein
APNAJNJK_02988	CDS	1143				hypothetical protein
APNAJNJK_02989	CDS	1314	abaF_3			Fosfomycin resistance protein AbaF
APNAJNJK_02990	CDS	1584	caiC_2	6.2.1.48	COG0318	Crotonobetaine/carnitine--CoA ligase
APNAJNJK_02991	CDS	924	pcpR_5			PCP degradation transcriptional activation protein
APNAJNJK_02992	CDS	882				hypothetical protein
APNAJNJK_02993	CDS	945	argC_2	1.2.1.38	COG0002	N-acetyl-gamma-glutamyl-phosphate reductase
APNAJNJK_02994	CDS	897	cmpR_6		COG0583	HTH-type transcriptional activator CmpR
APNAJNJK_02995	CDS	1785	clcB_1			Voltage-gated ClC-type chloride channel ClcB
APNAJNJK_02996	CDS	453				hypothetical protein
APNAJNJK_02997	CDS	1167				hypothetical protein
APNAJNJK_02998	CDS	1440	rcsC_8	2.7.13.3		Sensor histidine kinase RcsC
APNAJNJK_02999	CDS	615	tmoT_2			Response regulator protein TmoT
APNAJNJK_03000	CDS	489				hypothetical protein
APNAJNJK_03001	CDS	1470				hypothetical protein
APNAJNJK_03002	CDS	1182				hypothetical protein
APNAJNJK_03003	CDS	1188				hypothetical protein
APNAJNJK_03004	CDS	2208	glpE_1	2.8.1.1		Thiosulfate sulfurtransferase GlpE
APNAJNJK_03005	CDS	930	ssuR			HTH-type transcriptional regulator SsuR
APNAJNJK_03006	CDS	348				hypothetical protein
APNAJNJK_03007	CDS	1206	metC_3	4.4.1.13	COG0626	Cystathionine beta-lyase
APNAJNJK_03008	CDS	627				hypothetical protein
APNAJNJK_03009	CDS	849	tcyC_2	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
APNAJNJK_03010	CDS	819				hypothetical protein
APNAJNJK_03011	CDS	738	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
APNAJNJK_03012	CDS	1245	aatB_1	2.6.1.1	COG0436	Aspartate aminotransferase
APNAJNJK_03013	CDS	861	mltF_2	4.2.2.-		Membrane-bound lytic murein transglycosylase F
APNAJNJK_03014	CDS	840	mltF_3	4.2.2.-		Membrane-bound lytic murein transglycosylase F
APNAJNJK_03015	CDS	1023				hypothetical protein
APNAJNJK_03016	CDS	888		3.3.2.10		Soluble epoxide hydrolase
APNAJNJK_03017	CDS	648	pcp	3.4.19.3	COG2039	Pyrrolidone-carboxylate peptidase
APNAJNJK_03018	CDS	927	pcpR_6			PCP degradation transcriptional activation protein
APNAJNJK_03019	CDS	834				hypothetical protein
APNAJNJK_03020	CDS	567				hypothetical protein
APNAJNJK_03021	CDS	1542				hypothetical protein
APNAJNJK_03022	CDS	399	yjgH		COG0251	RutC family protein YjgH
APNAJNJK_03023	CDS	939	pgrR_4			HTH-type transcriptional regulator PgrR
APNAJNJK_03024	CDS	99				hypothetical protein
APNAJNJK_03025	CDS	576				hypothetical protein
APNAJNJK_03026	CDS	609	tam_2	2.1.1.144		Trans-aconitate 2-methyltransferase
APNAJNJK_03027	CDS	1158				hypothetical protein
APNAJNJK_03028	CDS	669	cmoA	2.1.3.-		Carboxy-S-adenosyl-L-methionine synthase
APNAJNJK_03029	CDS	498				hypothetical protein
APNAJNJK_03030	CDS	885	benM_2			HTH-type transcriptional regulator BenM
APNAJNJK_03031	CDS	1125	catB	5.5.1.1	COG4948	Muconate cycloisomerase 1
APNAJNJK_03032	CDS	987				hypothetical protein
APNAJNJK_03033	CDS	723	rspR_3		COG1802	HTH-type transcriptional repressor RspR
APNAJNJK_03034	CDS	903	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
APNAJNJK_03035	CDS	975				hypothetical protein
APNAJNJK_03036	CDS	102				hypothetical protein
APNAJNJK_03037	CDS	990				hypothetical protein
APNAJNJK_03038	CDS	720				hypothetical protein
APNAJNJK_03039	CDS	1731		4.2.1.162		6-deoxy-6-sulfo-D-gluconate dehydratase
APNAJNJK_03040	CDS	702	rspR_4		COG1802	HTH-type transcriptional repressor RspR
APNAJNJK_03041	CDS	1374				hypothetical protein
APNAJNJK_03042	CDS	588				hypothetical protein
APNAJNJK_03043	CDS	825	cmpB_1		COG0600	Bicarbonate transport system permease protein CmpB
APNAJNJK_03044	CDS	1191				hypothetical protein
APNAJNJK_03045	CDS	813	cmpC_1	3.6.3.-		Bicarbonate transport ATP-binding protein CmpC
APNAJNJK_03046	CDS	1113		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
APNAJNJK_03047	CDS	558				hypothetical protein
APNAJNJK_03048	CDS	924	mtrA			HTH-type transcriptional regulator MtrA
APNAJNJK_03049	CDS	819	dhmA_2	3.8.1.5		Haloalkane dehalogenase
APNAJNJK_03050	CDS	1296		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
APNAJNJK_03051	CDS	1140	csdA	2.8.1.7	COG0520	Cysteine desulfurase CsdA
APNAJNJK_03052	CDS	1026	yhdW_3			Putative amino-acid ABC transporter-binding protein YhdW
APNAJNJK_03053	CDS	2154				hypothetical protein
APNAJNJK_03054	CDS	435				hypothetical protein
APNAJNJK_03055	CDS	897				hypothetical protein
APNAJNJK_03056	CDS	1017	yhbU	3.4.-.-	COG0826	putative protease YhbU
APNAJNJK_03057	CDS	672	degU_2		COG2197	Transcriptional regulatory protein DegU
APNAJNJK_03058	CDS	1938	narX	2.7.13.3		Nitrate/nitrite sensor protein NarX
APNAJNJK_03059	CDS	435	mobB		COG1763	Molybdopterin-guanine dinucleotide biosynthesis adapter protein
APNAJNJK_03060	CDS	660	icfA	4.2.1.1		Carbonic anhydrase
APNAJNJK_03061	CDS	1044	moaA2	4.1.99.22	COG2896	GTP 3',8-cyclase 2
APNAJNJK_03062	CDS	759	prsA	5.2.1.8		Foldase protein PrsA
APNAJNJK_03063	CDS	684	narI	1.7.5.1	COG2181	Respiratory nitrate reductase 1 gamma chain
APNAJNJK_03064	CDS	648				hypothetical protein
APNAJNJK_03065	CDS	1563	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
APNAJNJK_03066	CDS	3756	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
APNAJNJK_03067	CDS	1386	narK		COG2223	Nitrate/nitrite transporter NarK
APNAJNJK_03068	CDS	1260	narT		COG2223	putative nitrate transporter NarT
APNAJNJK_03069	CDS	1308				hypothetical protein
APNAJNJK_03070	CDS	855				hypothetical protein
APNAJNJK_03071	CDS	1182	hpxO	1.14.13.113	COG0654	FAD-dependent urate hydroxylase
APNAJNJK_03072	CDS	945	dmlR_12			HTH-type transcriptional regulator DmlR
APNAJNJK_03073	CDS	1173	mdtA_4			Multidrug resistance protein MdtA
APNAJNJK_03074	CDS	3078	mdtB_2			Multidrug resistance protein MdtB
APNAJNJK_03075	CDS	3069	mdtC_2			Multidrug resistance protein MdtC
APNAJNJK_03076	CDS	927	gltC_7			HTH-type transcriptional regulator GltC
APNAJNJK_03077	CDS	1470	dapE_2	3.5.1.18		Succinyl-diaminopimelate desuccinylase
APNAJNJK_03078	CDS	993				hypothetical protein
APNAJNJK_03079	CDS	1611				hypothetical protein
APNAJNJK_03080	CDS	351				hypothetical protein
APNAJNJK_03081	CDS	2001	nrdD	1.1.98.6	COG1328	Anaerobic ribonucleoside-triphosphate reductase
APNAJNJK_03082	CDS	183				hypothetical protein
APNAJNJK_03083	CDS	792	queE_1	4.3.99.3		7-carboxy-7-deazaguanine synthase
APNAJNJK_03084	CDS	1431	norG_2		COG1167	HTH-type transcriptional regulator NorG
APNAJNJK_03085	CDS	1290	mvaA	1.1.1.88		3-hydroxy-3-methylglutaryl-coenzyme A reductase
APNAJNJK_03086	CDS	474				hypothetical protein
APNAJNJK_03087	CDS	1389				hypothetical protein
APNAJNJK_03088	CDS	1158				hypothetical protein
APNAJNJK_03089	CDS	642				hypothetical protein
APNAJNJK_03090	CDS	2799	pigC	6.4.-.-		Prodigiosin synthesizing transferase PigC
APNAJNJK_03091	CDS	1473	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
APNAJNJK_03092	CDS	732	regX3		COG0745	Sensory transduction protein regX3
APNAJNJK_03093	CDS	639	yedZ1		COG4117	Putative protein-methionine-sulfoxide reductase subunit YedZ1
APNAJNJK_03094	CDS	792	yedY1		COG2041	Putative protein-methionine-sulfoxide reductase subunit YedZ1
APNAJNJK_03095	CDS	630				hypothetical protein
APNAJNJK_03096	CDS	498	msrB_2	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
APNAJNJK_03097	CDS	687	msrA	1.8.4.11		Peptide methionine sulfoxide reductase MsrA
APNAJNJK_03098	CDS	2847				hypothetical protein
APNAJNJK_03099	CDS	501				hypothetical protein
APNAJNJK_03100	CDS	552	dps	1.16.-.-	COG0783	DNA protection during starvation protein
APNAJNJK_03101	CDS	1257				hypothetical protein
APNAJNJK_03102	CDS	648	cecR		COG1309	HTH-type transcriptional dual regulator CecR
APNAJNJK_03103	CDS	669				hypothetical protein
APNAJNJK_03104	CDS	702				hypothetical protein
APNAJNJK_03105	CDS	1173	hcaT			putative 3-phenylpropionic acid transporter
APNAJNJK_03106	CDS	1395	norG_3		COG1167	HTH-type transcriptional regulator NorG
APNAJNJK_03107	CDS	864				hypothetical protein
APNAJNJK_03108	CDS	213				hypothetical protein
APNAJNJK_03109	CDS	2088	cstA		COG1966	Peptide transporter CstA
APNAJNJK_03110	CDS	1419				hypothetical protein
APNAJNJK_03111	CDS	657	nreC_1		COG2197	Oxygen regulatory protein NreC
APNAJNJK_03112	CDS	546	folE	3.5.4.16	COG0302	GTP cyclohydrolase 1
APNAJNJK_03113	CDS	963	eamA_3		COG0697	putative amino-acid metabolite efflux pump
APNAJNJK_03114	CDS	852	gltR_5		COG0583	HTH-type transcriptional regulator GltR
APNAJNJK_03115	CDS	1029	tauA		COG4521	Taurine-binding periplasmic protein
APNAJNJK_03116	CDS	837	tauB_3	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
APNAJNJK_03117	CDS	828	ssuC_7		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
APNAJNJK_03118	CDS	564				hypothetical protein
APNAJNJK_03119	CDS	2364	fcuA_1			Ferrichrome receptor FcuA
APNAJNJK_03120	CDS	993	fecR_7		COG3712	Protein FecR
APNAJNJK_03121	CDS	501	fecI_9		COG1595	putative RNA polymerase sigma factor FecI
APNAJNJK_03122	CDS	1524	tauR		COG1167	HTH-type transcriptional regulator TauR
APNAJNJK_03123	CDS	5118				hypothetical protein
APNAJNJK_03124	CDS	996				hypothetical protein
APNAJNJK_03125	CDS	720		4.1.1.51	COG0235	3-hydroxy-2-methylpyridine-4,5-dicarboxylate 4-decarboxylase
APNAJNJK_03126	CDS	1443	puuB_2	1.4.3.-		Gamma-glutamylputrescine oxidoreductase
APNAJNJK_03127	CDS	393				hypothetical protein
APNAJNJK_03128	CDS	993	yciC_2		COG0523	Putative metal chaperone YciC
APNAJNJK_03129	CDS	1677	nfdA_2	3.5.1.91		N-substituted formamide deformylase
APNAJNJK_03130	CDS	1632	gsiA_8	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
APNAJNJK_03131	CDS	903	dppC_4		COG1173	Dipeptide transport system permease protein DppC
APNAJNJK_03132	CDS	969	dppB_6		COG0601	Dipeptide transport system permease protein DppB
APNAJNJK_03133	CDS	1587				hypothetical protein
APNAJNJK_03134	CDS	930	pta_1	2.3.1.8	COG0280	Phosphate acetyltransferase
APNAJNJK_03135	CDS	1812	xsc	2.3.3.15		Sulfoacetaldehyde acetyltransferase
APNAJNJK_03136	CDS	759	iclR_2		COG1414	Transcriptional repressor IclR
APNAJNJK_03137	CDS	1389	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
APNAJNJK_03138	CDS	633	queE_2	4.3.99.3		7-carboxy-7-deazaguanine synthase
APNAJNJK_03139	CDS	444				hypothetical protein
APNAJNJK_03140	CDS	474	slyA_2			Transcriptional regulator SlyA
APNAJNJK_03141	CDS	2052	aaeB		COG1289	p-hydroxybenzoic acid efflux pump subunit AaeB
APNAJNJK_03142	CDS	213	aaeX			Protein AaeX
APNAJNJK_03143	CDS	921	aaeA		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
APNAJNJK_03144	CDS	1422	ttgI_1			Toluene efflux pump outer membrane protein TtgI
APNAJNJK_03145	CDS	864				hypothetical protein
APNAJNJK_03146	CDS	1734	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
APNAJNJK_03147	CDS	978				hypothetical protein
APNAJNJK_03148	CDS	795	linX_2	1.1.1.-		2,5-dichloro-2,5-cyclohexadiene-1,4-diol dehydrogenase LinX
APNAJNJK_03149	CDS	807	iclR_3		COG1414	Transcriptional repressor IclR
APNAJNJK_03150	CDS	720				hypothetical protein
APNAJNJK_03151	CDS	1542	lysP_2		COG0833	Lysine-specific permease
APNAJNJK_03152	CDS	1053				hypothetical protein
APNAJNJK_03153	CDS	699				hypothetical protein
APNAJNJK_03154	CDS	1317	imuB			Protein ImuB
APNAJNJK_03155	CDS	3228	dnaE2	2.7.7.7		Error-prone DNA polymerase
APNAJNJK_03156	CDS	381				hypothetical protein
APNAJNJK_03157	CDS	1029				hypothetical protein
APNAJNJK_03158	CDS	900	pgrR_5			HTH-type transcriptional regulator PgrR
APNAJNJK_03159	CDS	873	pdxI	1.1.1.65		Pyridoxine 4-dehydrogenase
APNAJNJK_03160	CDS	651				hypothetical protein
APNAJNJK_03161	CDS	873	prs_1			Putative ribose-phosphate pyrophosphokinase
APNAJNJK_03162	CDS	1695				hypothetical protein
APNAJNJK_03163	CDS	735		1.1.1.119	COG1028	Glucose 1-dehydrogenase
APNAJNJK_03164	CDS	954	cmpR_7		COG0583	HTH-type transcriptional activator CmpR
APNAJNJK_03165	CDS	1122				hypothetical protein
APNAJNJK_03166	CDS	549				hypothetical protein
APNAJNJK_03167	CDS	330				hypothetical protein
APNAJNJK_03168	CDS	1734				hypothetical protein
APNAJNJK_03169	CDS	1014				hypothetical protein
APNAJNJK_03170	CDS	1653				hypothetical protein
APNAJNJK_03171	CDS	552	yodB		COG3038	Cytochrome b561 
APNAJNJK_03172	CDS	978	mneS		COG0053	Manganese efflux system protein MneS
APNAJNJK_03173	CDS	708				hypothetical protein
APNAJNJK_03174	CDS	489				hypothetical protein
APNAJNJK_03175	CDS	1635				hypothetical protein
APNAJNJK_03176	CDS	336				hypothetical protein
APNAJNJK_03177	CDS	1629				hypothetical protein
APNAJNJK_03178	CDS	879				hypothetical protein
APNAJNJK_03179	CDS	825				hypothetical protein
APNAJNJK_03180	CDS	609				hypothetical protein
APNAJNJK_03181	CDS	408				hypothetical protein
APNAJNJK_03182	CDS	1494				hypothetical protein
APNAJNJK_03183	CDS	654	amiR_2		COG3707	Aliphatic amidase regulator
APNAJNJK_03184	CDS	1161	amiC_4			Aliphatic amidase expression-regulating protein
APNAJNJK_03185	CDS	711	livF_14		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
APNAJNJK_03186	CDS	1926	btuD_12	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
APNAJNJK_03187	CDS	834	livH_11		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
APNAJNJK_03188	CDS	1167	amiC_5			Aliphatic amidase expression-regulating protein
APNAJNJK_03189	CDS	891		3.5.1.77		N-carbamoyl-D-amino acid hydrolase
APNAJNJK_03190	CDS	429				hypothetical protein
APNAJNJK_03191	CDS	1446	stp_1			Multidrug resistance protein Stp
APNAJNJK_03192	CDS	1176				hypothetical protein
APNAJNJK_03193	CDS	1017				hypothetical protein
APNAJNJK_03194	CDS	2091	fyuA_4		COG1629	Pesticin receptor
APNAJNJK_03195	CDS	1035	aziB2	2.1.1.302		3-hydroxy-5-methyl-1-naphthoate 3-O-methyltransferase
APNAJNJK_03196	CDS	1302				hypothetical protein
APNAJNJK_03197	CDS	840	kdgR_5			Pectin degradation repressor protein KdgR
APNAJNJK_03198	CDS	1653	alkJ_1	1.1.99.-		Alcohol dehydrogenase [acceptor]
APNAJNJK_03199	CDS	1335	abaF_4			Fosfomycin resistance protein AbaF
APNAJNJK_03200	CDS	1011	yajO_1	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
APNAJNJK_03201	CDS	1059				hypothetical protein
APNAJNJK_03202	CDS	975				hypothetical protein
APNAJNJK_03203	CDS	540				hypothetical protein
APNAJNJK_03204	CDS	537				hypothetical protein
APNAJNJK_03205	CDS	534				hypothetical protein
APNAJNJK_03206	CDS	327				hypothetical protein
APNAJNJK_03207	CDS	507				hypothetical protein
APNAJNJK_03208	CDS	258				hypothetical protein
APNAJNJK_03209	CDS	807	nimR_5			HTH-type transcriptional regulator NimR
APNAJNJK_03210	CDS	1524				hypothetical protein
APNAJNJK_03211	CDS	570				hypothetical protein
APNAJNJK_03212	CDS	867	pomA		COG1291	Chemotaxis protein PomA
APNAJNJK_03213	CDS	999	pal_3			Peptidoglycan-associated lipoprotein
APNAJNJK_03214	CDS	387				hypothetical protein
APNAJNJK_03215	CDS	192				hypothetical protein
APNAJNJK_03216	CDS	354				hypothetical protein
APNAJNJK_03217	CDS	414				hypothetical protein
APNAJNJK_03218	CDS	408				hypothetical protein
APNAJNJK_03219	CDS	1290				hypothetical protein
APNAJNJK_03220	CDS	891				hypothetical protein
APNAJNJK_03221	CDS	954	ytfF			Inner membrane protein YtfF
APNAJNJK_03222	CDS	384				hypothetical protein
APNAJNJK_03223	CDS	669	yieH_1	3.1.3.-	COG0637	6-phosphogluconate phosphatase
APNAJNJK_03224	CDS	1209				hypothetical protein
APNAJNJK_03225	CDS	903	yhaJ_4			HTH-type transcriptional regulator YhaJ
APNAJNJK_03226	CDS	819				hypothetical protein
APNAJNJK_03227	CDS	429				hypothetical protein
APNAJNJK_03228	CDS	876	cynR_4			HTH-type transcriptional regulator CynR
APNAJNJK_03229	CDS	606	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
APNAJNJK_03230	CDS	771				hypothetical protein
APNAJNJK_03231	CDS	513				hypothetical protein
APNAJNJK_03232	CDS	810				hypothetical protein
APNAJNJK_03233	CDS	495				hypothetical protein
APNAJNJK_03234	CDS	480				hypothetical protein
APNAJNJK_03235	CDS	1212	citZ	2.3.3.16	COG0372	Citrate synthase 2
APNAJNJK_03236	CDS	1440	frc_2	2.8.3.16		Formyl-CoA:oxalate CoA-transferase
APNAJNJK_03237	CDS	1227				hypothetical protein
APNAJNJK_03238	CDS	225				hypothetical protein
APNAJNJK_03239	CDS	5133				hypothetical protein
APNAJNJK_03240	CDS	2577	cdiA	3.1.-.-	COG3210	tRNA nuclease CdiA
APNAJNJK_03241	CDS	1260				hypothetical protein
APNAJNJK_03242	CDS	681				hypothetical protein
APNAJNJK_03243	CDS	903				hypothetical protein
APNAJNJK_03244	CDS	3300				hypothetical protein
APNAJNJK_03245	CDS	657	pal_4			Peptidoglycan-associated lipoprotein
APNAJNJK_03246	CDS	747				hypothetical protein
APNAJNJK_03247	CDS	1335		1.13.11.82		8'-apo-carotenoid 13,14-cleaving dioxygenase
APNAJNJK_03248	CDS	1077				hypothetical protein
APNAJNJK_03249	CDS	189				hypothetical protein
APNAJNJK_03250	CDS	930				hypothetical protein
APNAJNJK_03251	CDS	3171				hypothetical protein
APNAJNJK_03252	CDS	987				hypothetical protein
APNAJNJK_03253	CDS	2694				hypothetical protein
APNAJNJK_03254	CDS	2685	clpV1		COG0542	Protein ClpV1
APNAJNJK_03255	CDS	1092				hypothetical protein
APNAJNJK_03256	CDS	1839				hypothetical protein
APNAJNJK_03257	CDS	486				hypothetical protein
APNAJNJK_03258	CDS	504	hcp1		COG3157	Protein hcp1
APNAJNJK_03259	CDS	1491				hypothetical protein
APNAJNJK_03260	CDS	525				hypothetical protein
APNAJNJK_03261	CDS	684				hypothetical protein
APNAJNJK_03262	CDS	576				hypothetical protein
APNAJNJK_03263	CDS	1347				hypothetical protein
APNAJNJK_03264	CDS	780				hypothetical protein
APNAJNJK_03265	CDS	5178				hypothetical protein
APNAJNJK_03266	CDS	642				hypothetical protein
APNAJNJK_03267	CDS	2301				hypothetical protein
APNAJNJK_03268	CDS	780				hypothetical protein
APNAJNJK_03269	CDS	975				hypothetical protein
APNAJNJK_03270	CDS	2877				hypothetical protein
APNAJNJK_03271	CDS	885				hypothetical protein
APNAJNJK_03272	CDS	852				hypothetical protein
APNAJNJK_03273	CDS	1401				hypothetical protein
APNAJNJK_03274	CDS	3807				hypothetical protein
APNAJNJK_03275	CDS	984				hypothetical protein
APNAJNJK_03276	CDS	795	arfA		COG2885	Peptidoglycan-binding protein ArfA
APNAJNJK_03277	CDS	1113				hypothetical protein
APNAJNJK_03278	CDS	252				hypothetical protein
APNAJNJK_03279	CDS	1161				hypothetical protein
APNAJNJK_03280	CDS	246				hypothetical protein
APNAJNJK_03281	CDS	792	map_3	3.4.11.18	COG0024	Methionine aminopeptidase
APNAJNJK_03282	CDS	1221	entS_4			Enterobactin exporter EntS
APNAJNJK_03283	CDS	642	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GstB
APNAJNJK_03284	CDS	528	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
APNAJNJK_03285	CDS	1341				hypothetical protein
APNAJNJK_03286	CDS	879	trpI_2			HTH-type transcriptional regulator TrpI
APNAJNJK_03287	CDS	1281	eno_2	4.2.1.11		Enolase
APNAJNJK_03288	CDS	447				hypothetical protein
APNAJNJK_03289	CDS	753				hypothetical protein
APNAJNJK_03290	CDS	564				hypothetical protein
APNAJNJK_03291	CDS	1299				hypothetical protein
APNAJNJK_03292	CDS	927	dmlR_13			HTH-type transcriptional regulator DmlR
APNAJNJK_03293	CDS	2121	fadJ_2		COG1024	Fatty acid oxidation complex subunit alpha
APNAJNJK_03294	CDS	1182	fadA_3	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase
APNAJNJK_03295	CDS	1197		1.3.99.-		Putative acyl-CoA dehydrogenase FadE17
APNAJNJK_03296	CDS	1134	pigA	1.3.8.14		L-prolyl-[peptidyl-carrier protein] dehydrogenase
